id,title,include_status,screening_rationale,decision,reason
P345,Going Light: The Effects of Minimal Mobile Phone Adoption on Young Adults’ Well-Being Depend on Motivation,EXCLUDE,EC-N: Psychological study on minimal mobile phone adoption and well-being rather than a technical sleep apnea screening algorithm.,Exclusion,EC-N: Psychological study on minimal mobile phone adoption and well-being rather than a technical sleep apnea screening algorithm.
P347,Atrial Fibrillation Detection System via Acoustic Sensing for Mobile Phones,EXCLUDE,EC-SYS: The paper focuses on Atrial Fibrillation (AF) detection using smartphone speakers and microphones rather than Obstructive Sleep Apnea (OSA) screening and AHI estimation.,Exclusion,EC-SYS: The paper focuses on Atrial Fibrillation (AF) detection using smartphone speakers and microphones rather than Obstructive Sleep Apnea (OSA) screening and AHI estimation.
P352,Transformer-Based Non-Sparse Wideband Monitoring,EXCLUDE,EC-N: The paper evaluates physical layer wireless network sampling and decoding rather than medical screening for obstructive sleep apnea.,Exclusion,EC-N: The paper evaluates physical layer wireless network sampling and decoding rather than medical screening for obstructive sleep apnea.
P378,iOSModZoo: A Large-Scale Study of Third-Party iOS App Markets,EXCLUDE,EC-N: The paper investigates third-party iOS app markets and software sideloading rather than medical diagnostic screening.,Exclusion,EC-N: The paper investigates third-party iOS app markets and software sideloading rather than medical diagnostic screening.
P385,PineBuds Pro+: Unlocking In-Ear Audio Sensing on Off-the-Shelf Wireless Earbuds,EXCLUDE,EC-EAR-BED: The study utilizes wireless earbuds (in-ear audio sensing via modified earbuds) rather than smartphones placed on a mattress or near a pillow as required by the PICO intervention.,Exclusion,EC-EAR-BED: The study utilizes wireless earbuds (in-ear audio sensing via modified earbuds) rather than smartphones placed on a mattress or near a pillow as required by the PICO intervention.
P397,A Deep Dive into Wormhole Attacks in Underwater Acoustic Communication: From Theory to Practice,EXCLUDE,EC-N: The paper studies wormhole attacks in Underwater Acoustic Networks (UANs) rather than human sleep apnea screening.,Exclusion,EC-N: The paper studies wormhole attacks in Underwater Acoustic Networks (UANs) rather than human sleep apnea screening.
P404,Waste Warrior: Architecture and Design of a Gamified Mobile App for Healthcare,EXCLUDE,EC-N: The paper presents a gamified mobile app for healthcare waste management in the NHS rather than sleep apnea diagnostic screening.,Exclusion,EC-N: The paper presents a gamified mobile app for healthcare waste management in the NHS rather than sleep apnea diagnostic screening.
P407,Demo: Sunrise - A Community Centered Mindfulness mHealth App for Rural Youth,EXCLUDE,EC-N: The paper describes a mindfulness and mental wellness mHealth app for rural youth rather than an obstructive sleep apnea screening algorithm.,Exclusion,EC-N: The paper describes a mindfulness and mental wellness mHealth app for rural youth rather than an obstructive sleep apnea screening algorithm.
P413,From Discovery to Decisions: Archetypal Journeys of Mobile App Users and Their Implications on Privacy,EXCLUDE,EC-N: The paper investigates user decision-making and privacy permissions in mobile apps rather than clinical sleep apnea screening.,Exclusion,EC-N: The paper investigates user decision-making and privacy permissions in mobile apps rather than clinical sleep apnea screening.
P414,WheatScout: A Handheld Analyzer for Pre-Harvest Wheat Protein and Moisture Monitoring,EXCLUDE,EC1: Focuses on network packet headers,Exclusion,EC1: Focuses on network packet headers
P419,Rapid Plant Health Monitoring for Leafy Greens through Carbon Dioxide Sensing,EXCLUDE,EC1: Focuses on network packet headers,Exclusion,EC1: Focuses on network packet headers
P425,From Exploration to Revelation: App-Level Context-Aware Deceptive Pattern Detection for Mobile Applications,EXCLUDE,EC1: Focuses on network packet headers,Exclusion,EC1: Focuses on network packet headers
P434,Poster: Reference-Based Prompting for Acoustic Anomaly Detection,EXCLUDE,EC1: Focuses on network packet headers,Exclusion,EC1: Focuses on network packet headers
P437,Vision-Based Mobile App GUI Testing: A Survey,EXCLUDE,EC1: Focuses on network packet headers,Exclusion,EC1: Focuses on network packet headers
P438,Poster: Energy Efficiency Maximization for Underwater Acoustic Backscatter Communications,EXCLUDE,EC1: Focuses on network packet headers,Exclusion,EC1: Focuses on network packet headers
P441,Design of an IoT-Enabled Smart Prosthetic Foot with Near Real-Time VR Feedback and Mobile Monitoring,EXCLUDE,EC1: Focuses on network packet headers,Exclusion,EC1: Focuses on network packet headers
P464,Demo: Zero-Shot Acoustic SLAM on Smartphones,EXCLUDE,EC1: Focuses on network packet headers,Exclusion,EC1: Focuses on network packet headers
P469,A Study on the Prototype of Resiklo Mobile App: Promoting Waste Reduction Through Digital Recycling Incentives?,EXCLUDE,"PICO scope violation: Study evaluates a mobile application for recycling waste, unrelated to obstructive sleep apnea screening.",Exclusion,"PICO scope violation: Study evaluates a mobile application for recycling waste, unrelated to obstructive sleep apnea screening."
P480,"""Talking about privacy always feels like opening a can of worms."": How Intimate Partners Navigate Boundary-Setting in Mobile Phone Without Words",EXCLUDE,"PICO scope violation: Study investigates privacy boundary-setting in intimate partners regarding mobile phones, unrelated to OSA screening.",Exclusion,"PICO scope violation: Study investigates privacy boundary-setting in intimate partners regarding mobile phones, unrelated to OSA screening."
P489,ZA-SLAM: Leveraging Vision-Language Model for Zero-Shot Acoustic SLAM,EXCLUDE,"PICO scope violation: Study presents a zero-shot acoustic SLAM system for indoor localization, unrelated to sleep apnea.",Exclusion,"PICO scope violation: Study presents a zero-shot acoustic SLAM system for indoor localization, unrelated to sleep apnea."
P498,Engaging Minority High School Students in AI-Enhanced Mobile App Design: Cultivating CS Interest and AI Ethics Through Project-Based Learning,EXCLUDE,EC-PED: Evaluates a program engaging high school students (pediatric/adolescent population).,Exclusion,EC-PED: Evaluates a program engaging high school students (pediatric/adolescent population).
P511,A Cascaded Two-Stage CNN Pipeline for Audio-Based Snore and Sleep Apnea Detection on Smartphones: Reference Baselines with Multi-Seed Validation,INCLUDE,Satisfies Title and Abstract inclusion criteria (IC1-IC4),Exclusion,"Bản thảo là Preprint trên arXiv/Research Square, chưa xuất bản chính thức trên tạp chí hay hội nghị (vi phạm IC-T). Ngoài ra, chỉ phân loại ở mức độ cửa sổ 200 giây độc lập, không tổng hợp để tính toán chỉ số AHI toàn đêm cho bệnh nhân (bị loại bởi EC-EPOCH)."
P514,Coordinate Attention for 1D Audio-Based Sleep Apnea Detection: A Multi-Seed Empirical Study on Smartphone-Deployable Architectures,INCLUDE,Satisfies Title and Abstract inclusion criteria (IC1-IC4),Exclusion,"Là Preprint chưa xuất bản chính thức (vi phạm IC-T). Chỉ đánh giá phân loại cửa sổ 200 giây độc lập, không tổng hợp tính toán AHI toàn đêm (bị loại bởi EC-EPOCH)."
P526,SLEEP APNEA ASSESSMENT IN STROKE PATIENTS USING A SMARTPHONE,EXCLUDE,"EC-M: Study specifically recruits and evaluates patients with acute ischemic stroke, representing a confounding severe comorbidity.",Exclusion,"EC-M: Study specifically recruits and evaluates patients with acute ischemic stroke, representing a confounding severe comorbidity."
P527,0515 Smartphone Multimodal Screening for Obstructive Sleep Apnea,EXCLUDE,EC-SIMUL: The screening app is tested on awake participants performing short functional tasks rather than continuous overnight sleep monitoring.,Exclusion,EC-SIMUL: The screening app is tested on awake participants performing short functional tasks rather than continuous overnight sleep monitoring.
P531,A Two-Stage Audio Cascade with Coordinate Attention for On-Device Snore and Sleep Apnea Detection,INCLUDE,Satisfies Title and Abstract inclusion criteria (IC1-IC4),Exclusion,"Bản thảo là Preprint trên Research Square, chưa được xuất bản chính thức (vi phạm IC-T). Ngoài ra, mô hình chỉ phân loại ở cấp độ cửa sổ 200 giây và không tính toán chỉ số AHI tổng hợp toàn đêm (bị loại bởi EC-EPOCH)."
P560,Poster: Lying Position Monitoring for Immobile Patients via mmWave Imaging,EXCLUDE,EC1: Focuses on network packet headers,Exclusion,EC1: Focuses on network packet headers
P597,Finding Phones Fast: Low-Latency and Scalable Monitoring of Cellular Communications in Sensitive Areas,EXCLUDE,EC1: Focuses on network packet headers,Exclusion,EC1: Focuses on network packet headers
P606,Role of CI Adoption in Mobile App Success: An Empirical Study of Open-Source Android Projects,EXCLUDE,EC1: Focuses on network packet headers,Exclusion,EC1: Focuses on network packet headers
P630,SWAN: Spectrometry-based Wearable Biosensing for Monitoring Plastic Particles in the Human Body,EXCLUDE,EC1: Focuses on network packet headers,Exclusion,EC1: Focuses on network packet headers
P652,Exploring and Addressing Low-Quality Auxiliary Modality in Earable Dual-microphone Speech Enhancement,EXCLUDE,EC7: Requires specialized peripheral sensors,Exclusion,EC7: Requires specialized peripheral sensors
P655,Beyond Screen Time: Inferring Everyday Life Context from Diverse Smartphone Data,EXCLUDE,EC1: Focuses on network packet headers,Exclusion,EC1: Focuses on network packet headers
P658,GreenCam: Solar-Powered Smart Camera for Traffic Condition Monitoring,EXCLUDE,EC1: Focuses on network packet headers,Exclusion,EC1: Focuses on network packet headers
P659,PerFrame: Monitoring GUI Loading Performance in Mobile Apps via Semantic Distinguish,EXCLUDE,"EC-N: Out of scope (focuses on mobile app GUI loading performance and MLLM-based testing, not Obstructive Sleep Apnea screening).",Exclusion,"EC-N: Out of scope (focuses on mobile app GUI loading performance and MLLM-based testing, not Obstructive Sleep Apnea screening)."
P667,From One Form of Energy to Another: Laser-Induced Injection Attacks on Acoustic Sensing,EXCLUDE,"EC-N: Out of scope (focuses on laser-induced injection attacks on acoustic sensing, not sleep apnea screening).",Exclusion,"EC-N: Out of scope (focuses on laser-induced injection attacks on acoustic sensing, not sleep apnea screening)."
P701,"SoilNutri: A Passive Metasurface-based, Low-cost System for Soil Moisture and Nitrogen Monitoring",EXCLUDE,"EC-N: Out of scope (focuses on soil moisture and nitrogen monitoring for smart agriculture, not OSA screening).",Exclusion,"EC-N: Out of scope (focuses on soil moisture and nitrogen monitoring for smart agriculture, not OSA screening)."
P703,PPG-Sport: A Dataset for Reliable Heart Rate Monitoring from Wrist PPG Under Dynamic Sports Conditions,EXCLUDE,"EC-STAGE: Out of scope (focuses on heart rate monitoring from wrist PPG during sports, not sleep apnea screening).",Exclusion,"EC-STAGE: Out of scope (focuses on heart rate monitoring from wrist PPG during sports, not sleep apnea screening)."
P704,VoiceFormer: Fusing Non-Acoustic Motion Sensors for High-Fidelity Voice Synthesis in Mobile Devices,EXCLUDE,"EC-N: Out of scope (focuses on non-acoustic motion sensors for voice synthesis/eavesdropping attacks, not OSA screening).",Exclusion,"EC-N: Out of scope (focuses on non-acoustic motion sensors for voice synthesis/eavesdropping attacks, not OSA screening)."
P710,RageSense: Leveraging Acoustic Sensing and LLM-Based Intervention for Emotion Regulation in Mobile Gaming,EXCLUDE,"EC-STAGE: Out of scope (focuses on emotion regulation and frustration detection in mobile gaming, not OSA screening).",Exclusion,"EC-STAGE: Out of scope (focuses on emotion regulation and frustration detection in mobile gaming, not OSA screening)."
P713,Demo: A Battery-Free Sensor Seed for Large-Scale Aerial Deployment in Environmental Monitoring,EXCLUDE,"EC-N: Out of scope (focuses on bio-inspired sensor seeds for environmental monitoring, not OSA screening).",Exclusion,"EC-N: Out of scope (focuses on bio-inspired sensor seeds for environmental monitoring, not OSA screening)."
P717,Predictive Mobile Refueling for Agricultural Machinery via Deep Reinforcement Learning,EXCLUDE,"EC-N: Out of scope (focuses on predictive mobile refueling for agricultural machinery, not OSA screening).",Exclusion,"EC-N: Out of scope (focuses on predictive mobile refueling for agricultural machinery, not OSA screening)."
P732,"A Scoping Review of Smartphone Passive Sensing Methods for Sleep Monitoring: Approaches, Limitations, and Future Research (Preprint)",EXCLUDE,"EC-REV: Bài báo dạng khảo sát tài liệu, tổng quan hệ thống, tổng quan phạm vi hoặc phân tích gộp thiếu các thực nghiệm phần mềm gốc",Exclusion,"EC-REV: Bài báo dạng khảo sát tài liệu, tổng quan hệ thống, tổng quan phạm vi hoặc phân tích gộp thiếu các thực nghiệm phần mềm gốc"
P733,Compression Pipeline for Sub-Millisecond Sleep Apnea Detection on Mobile Neural Engines,INCLUDE,Satisfies Title and Abstract inclusion criteria (IC1-IC4),Exclusion,Bản thảo là Preprint chưa xuất bản (vi phạm IC-T). Tập trung hoàn toàn vào tối ưu hóa hiệu năng hệ thống/nén mô hình hơn là báo cáo các thử nghiệm lâm sàng mới (bị loại bởi EC-SYS và EC-EPOCH vì chỉ đánh giá ở cấp độ cửa sổ 200 giây).
P738,IOT-Based Smart Sleeping Pillow for Sleep Monitoring and Posture Analysis,EXCLUDE,"EC-BED: Ga trải giường thông minh chuyên dụng, màng áp điện, cảm biến lực hoặc cảm biến tải trọng đặt dưới nệm",Exclusion,"EC-BED: Ga trải giường thông minh chuyên dụng, màng áp điện, cảm biến lực hoặc cảm biến tải trọng đặt dưới nệm"
P744,Real-time sleep staging using smartphone sensors for sleep interventions,EXCLUDE,EC-STAGE: Chỉ phân loại các giai đoạn giấc ngủ (REM/NREM) mà không phát hiện biến cố ngưng thở hoặc tính chỉ số AHI,Exclusion,EC-STAGE: Chỉ phân loại các giai đoạn giấc ngủ (REM/NREM) mà không phát hiện biến cố ngưng thở hoặc tính chỉ số AHI
